,date,borough,entries
796,2019-06-09,Bx,210879.0
797,2019-06-09,M,1528876.0
798,2019-06-09,Q,392596.0
799,2019-06-09,SI,4440.0
800,2019-06-10,Bk,1117735.0
801,2019-06-10,Bx,429477.0
802,2019-06-10,M,2943205.0
803,2019-06-10,Q,758512.0
804,2019-06-10,SI,14673.0
805,2019-06-11,Bk,1216898.0
806,2019-06-11,Bx,453615.0
807,2019-06-11,M,3173823.0
808,2019-06-11,Q,813657.0
809,2019-06-11,SI,15888.0
810,2019-06-12,Bk,1271123.0
811,2019-06-12,Bx,486740.0
812,2019-06-12,M,3322976.0
813,2019-06-12,Q,837455.0
814,2019-06-12,SI,16230.0
815,2019-06-13,Bk,1245105.0
816,2019-06-13,Bx,442720.0
817,2019-06-13,M,3274532.0
818,2019-06-13,Q,810108.0
819,2019-06-13,SI,15429.0
820,2019-06-14,Bk,1240099.0
821,2019-06-14,Bx,455645.0
822,2019-06-14,M,3162183.0
823,2019-06-14,Q,823718.0
824,2019-06-14,SI,14863.0
825,2019-06-15,Bk,774624.0
826,2019-06-15,Bx,262563.0
827,2019-06-15,M,1852769.0
828,2019-06-15,Q,512468.0
829,2019-06-15,SI,6428.0
830,2019-06-16,Bk,587169.0
831,2019-06-16,Bx,187816.0
832,2019-06-16,M,1364578.0
833,2019-06-16,Q,384952.0
834,2019-06-16,SI,4120.0
835,2019-06-17,Bk,1173502.0
836,2019-06-17,Bx,433419.0
837,2019-06-17,M,2941679.0
838,2019-06-17,Q,787927.0
839,2019-06-17,SI,14662.0
840,2019-06-18,Bk,1184336.0
841,2019-06-18,Bx,446980.0
842,2019-06-18,M,3214272.0
843,2019-06-18,Q,792499.0
844,2019-06-18,SI,15176.0
845,2019-06-19,Bk,1217619.0
846,2019-06-19,Bx,466497.0
847,2019-06-19,M,3253581.0
848,2019-06-19,Q,808841.0
849,2019-06-19,SI,11867.0
850,2019-06-20,Bk,1211637.0
851,2019-06-20,Bx,438876.0
852,2019-06-20,M,3246573.0
853,2019-06-20,Q,806533.0
854,2019-06-20,SI,18144.0
855,2019-06-21,Bk,1193340.0
856,2019-06-21,Bx,447640.0
857,2019-06-21,M,3129607.0
858,2019-06-21,Q,790541.0
859,2019-06-21,SI,14065.0
860,2019-06-22,Bk,818301.0
861,2019-06-22,Bx,275669.0
862,2019-06-22,M,1860272.0
863,2019-06-22,Q,489665.0
864,2019-06-22,SI,1460.0
865,2019-06-23,Bk,664956.0
866,2019-06-23,Bx,231039.0
867,2019-06-23,M,1495830.0
868,2019-06-23,Q,400811.0
869,2019-06-23,SI,244.0
870,2019-06-24,Bk,1169302.0
871,2019-06-24,Bx,422398.0
872,2019-06-24,M,2950655.0
873,2019-06-24,Q,794196.0
874,2019-06-24,SI,14355.0
875,2019-06-25,Bk,1178830.0
876,2019-06-25,Bx,434581.0
877,2019-06-25,M,3130603.0
878,2019-06-25,Q,788260.0
879,2019-06-25,SI,14857.0
880,2019-06-26,Bk,1250623.0
881,2019-06-26,Bx,478503.0
882,2019-06-26,M,3263453.0
883,2019-06-26,Q,831366.0
884,2019-06-26,SI,15673.0
885,2019-06-27,Bk,1211373.0
886,2019-06-27,Bx,425640.0
887,2019-06-27,M,3252502.0
888,2019-06-27,Q,799646.0
889,2019-06-27,SI,15501.0
890,2019-06-28,Bk,1170616.0
891,2019-06-28,Bx,418426.0
892,2019-06-28,M,3139137.0
893,2019-06-28,Q,780703.0
894,2019-06-28,SI,13976.0
895,2019-06-29,Bk,738067.0
896,2019-06-29,Bx,248237.0
897,2019-06-29,M,1886426.0
898,2019-06-29,Q,488865.0
899,2019-06-29,SI,1428.0
900,2019-06-30,Bk,664987.0
901,2019-06-30,Bx,213177.0
902,2019-06-30,M,1798270.0
903,2019-06-30,Q,426151.0
904,2019-06-30,SI,476.0
905,2019-07-01,Bk,1111907.0
906,2019-07-01,Bx,399925.0
907,2019-07-01,M,2938214.0
908,2019-07-01,Q,766065.0
909,2019-07-01,SI,14096.0
910,2019-07-02,Bk,1137410.0
911,2019-07-02,Bx,415126.0
912,2019-07-02,M,3016192.0
913,2019-07-02,Q,781944.0
914,2019-07-02,SI,14839.0
915,2019-07-03,Bk,1120633.0
916,2019-07-03,Bx,417851.0
917,2019-07-03,M,2956056.0
918,2019-07-03,Q,786807.0
919,2019-07-03,SI,14820.0
920,2019-07-04,Bk,659968.0
921,2019-07-04,Bx,229249.0
922,2019-07-04,M,1460134.0
923,2019-07-04,Q,436561.0
924,2019-07-04,SI,5513.0
925,2019-07-05,Bk,961143.0
926,2019-07-05,Bx,340459.0
927,2019-07-05,M,2058840.0
928,2019-07-05,Q,616058.0
929,2019-07-05,SI,9853.0
930,2019-07-06,Bk,622034.0
931,2019-07-06,Bx,219544.0
932,2019-07-06,M,1456171.0
933,2019-07-06,Q,428557.0
934,2019-07-06,SI,4796.0
935,2019-07-07,Bk,554295.0
936,2019-07-07,Bx,187372.0
937,2019-07-07,M,1281509.0
938,2019-07-07,Q,377012.0
939,2019-07-07,SI,3938.0
940,2019-07-08,Bk,1095892.0
941,2019-07-08,Bx,405911.0
942,2019-07-08,M,2807438.0
943,2019-07-08,Q,753106.0
944,2019-07-08,SI,13965.0
945,2019-07-09,Bk,1166280.0
946,2019-07-09,Bx,424945.0
947,2019-07-09,M,3063013.0
948,2019-07-09,Q,793035.0
949,2019-07-09,SI,14970.0
950,2019-07-10,Bk,1181068.0
951,2019-07-10,Bx,431141.0
952,2019-07-10,M,3196026.0
953,2019-07-10,Q,793543.0
954,2019-07-10,SI,15921.0
955,2019-07-11,Bk,1175629.0
956,2019-07-11,Bx,421635.0
957,2019-07-11,M,3210966.0
958,2019-07-11,Q,787129.0
959,2019-07-11,SI,14790.0
960,2019-07-12,Bk,1125967.0
961,2019-07-12,Bx,414710.0
962,2019-07-12,M,3027630.0
963,2019-07-12,Q,765448.0
964,2019-07-12,SI,13333.0
965,2019-07-13,Bk,744480.0
966,2019-07-13,Bx,291878.0
967,2019-07-13,M,1753841.0
968,2019-07-13,Q,475629.0
969,2019-07-13,SI,1407.0
970,2019-07-14,Bk,613038.0
971,2019-07-14,Bx,209175.0
972,2019-07-14,M,1331493.0
973,2019-07-14,Q,363024.0
974,2019-07-14,SI,1056.0
975,2019-07-15,Bk,1130195.0
976,2019-07-15,Bx,411162.0
977,2019-07-15,M,2888975.0
978,2019-07-15,Q,758176.0
979,2019-07-15,SI,14024.0
980,2019-07-16,Bk,1172361.0
981,2019-07-16,Bx,441397.0
982,2019-07-16,M,3142200.0
983,2019-07-16,Q,785585.0
984,2019-07-16,SI,15131.0
985,2019-07-17,Bk,1171132.0
986,2019-07-17,Bx,445458.0
987,2019-07-17,M,3182740.0
988,2019-07-17,Q,760450.0
989,2019-07-17,SI,14880.0
990,2019-07-18,Bk,1127209.0
991,2019-07-18,Bx,407849.0
992,2019-07-18,M,3106933.0
993,2019-07-18,Q,757086.0
994,2019-07-18,SI,14393.0
995,2019-07-19,Bk,1096221.0
996,2019-07-19,Bx,408231.0
997,2019-07-19,M,2971739.0
998,2019-07-19,Q,712204.0
999,2019-07-19,SI,12532.0
1000,2019-07-20,Bk,646778.0
1001,2019-07-20,Bx,252973.0
1002,2019-07-20,M,1540689.0
1003,2019-07-20,Q,467586.0
1004,2019-07-20,SI,4444.0
1005,2019-07-21,Bk,516707.0
1006,2019-07-21,Bx,194493.0
1007,2019-07-21,M,1256820.0
1008,2019-07-21,Q,330922.0
1009,2019-07-21,SI,3141.0
1010,2019-07-22,Bk,1056863.0
1011,2019-07-22,Bx,387305.0
1012,2019-07-22,M,2848578.0
1013,2019-07-22,Q,727713.0
1014,2019-07-22,SI,13799.0
1015,2019-07-23,Bk,1078239.0
1016,2019-07-23,Bx,397150.0
1017,2019-07-23,M,2978737.0
1018,2019-07-23,Q,743318.0
1019,2019-07-23,SI,13968.0
1020,2019-07-24,Bk,1154912.0
1021,2019-07-24,Bx,427245.0
1022,2019-07-24,M,3163821.0
1023,2019-07-24,Q,794800.0
1024,2019-07-24,SI,15061.0
1025,2019-07-25,Bk,1163477.0
1026,2019-07-25,Bx,433701.0
1027,2019-07-25,M,3178481.0
1028,2019-07-25,Q,810720.0
1029,2019-07-25,SI,15070.0
1030,2019-07-26,Bk,1120562.0
1031,2019-07-26,Bx,410475.0
1032,2019-07-26,M,3024656.0
1033,2019-07-26,Q,761914.0
1034,2019-07-26,SI,13474.0
1035,2019-07-27,Bk,748380.0
1036,2019-07-27,Bx,256433.0
1037,2019-07-27,M,1756154.0
1038,2019-07-27,Q,477943.0
1039,2019-07-27,SI,5580.0
1040,2019-07-28,Bk,589633.0
1041,2019-07-28,Bx,202209.0
1042,2019-07-28,M,1405622.0
1043,2019-07-28,Q,389166.0
1044,2019-07-28,SI,4151.0
1045,2019-07-29,Bk,1085993.0
1046,2019-07-29,Bx,398785.0
1047,2019-07-29,M,2829589.0
1048,2019-07-29,Q,744108.0
1049,2019-07-29,SI,13546.0
1050,2019-07-30,Bk,1133094.0
1051,2019-07-30,Bx,412805.0
1052,2019-07-30,M,3072117.0
1053,2019-07-30,Q,766054.0
1054,2019-07-30,SI,14475.0
1055,2019-07-31,Bk,1123528.0
1056,2019-07-31,Bx,439366.0
1057,2019-07-31,M,3104549.0
1058,2019-07-31,Q,759587.0
1059,2019-07-31,SI,14292.0
1060,2019-08-01,Bk,1148031.0
1061,2019-08-01,Bx,420036.0
1062,2019-08-01,M,3081500.0
1063,2019-08-01,Q,776174.0
1064,2019-08-01,SI,14583.0
1065,2019-08-02,Bk,1107960.0
1066,2019-08-02,Bx,411764.0
1067,2019-08-02,M,2950363.0
1068,2019-08-02,Q,755659.0
1069,2019-08-02,SI,13421.0
1070,2019-08-03,Bk,724032.0
1071,2019-08-03,Bx,286542.0
1072,2019-08-03,M,1721343.0
1073,2019-08-03,Q,469740.0
1074,2019-08-03,SI,1416.0
1075,2019-08-04,Bk,584513.0
1076,2019-08-04,Bx,214613.0
1077,2019-08-04,M,1418688.0
1078,2019-08-04,Q,381022.0
1079,2019-08-04,SI,65.0
1080,2019-08-05,Bk,1092842.0
1081,2019-08-05,Bx,417803.0
1082,2019-08-05,M,2806507.0
1083,2019-08-05,Q,749724.0
1084,2019-08-05,SI,13819.0
1085,2019-08-06,Bk,1129245.0
1086,2019-08-06,Bx,409825.0
1087,2019-08-06,M,3023733.0
1088,2019-08-06,Q,769770.0
1089,2019-08-06,SI,14712.0
1090,2019-08-07,Bk,1110911.0
1091,2019-08-07,Bx,402835.0
1092,2019-08-07,M,3103097.0
1093,2019-08-07,Q,761657.0
1094,2019-08-07,SI,14456.0
1095,2019-08-08,Bk,1138180.0
1096,2019-08-08,Bx,414969.0
1097,2019-08-08,M,3043021.0
1098,2019-08-08,Q,770929.0
1099,2019-08-08,SI,14023.0
1100,2019-08-09,Bk,1116207.0
1101,2019-08-09,Bx,406599.0
1102,2019-08-09,M,2931862.0
1103,2019-08-09,Q,755916.0
1104,2019-08-09,SI,13191.0
1105,2019-08-10,Bk,710791.0
1106,2019-08-10,Bx,254356.0
1107,2019-08-10,M,1711401.0
1108,2019-08-10,Q,469361.0
1109,2019-08-10,SI,5139.0
1110,2019-08-11,Bk,603868.0
1111,2019-08-11,Bx,199720.0
1112,2019-08-11,M,1422046.0
1113,2019-08-11,Q,392819.0
1114,2019-08-11,SI,4240.0
1115,2019-08-12,Bk,1071217.0
1116,2019-08-12,Bx,395113.0
1117,2019-08-12,M,2763499.0
1118,2019-08-12,Q,721429.0
1119,2019-08-12,SI,13551.0
1120,2019-08-13,Bk,1092904.0
1121,2019-08-13,Bx,407650.0
1122,2019-08-13,M,2944762.0
1123,2019-08-13,Q,742299.0
1124,2019-08-13,SI,13802.0
1125,2019-08-14,Bk,1103667.0
1126,2019-08-14,Bx,429181.0
1127,2019-08-14,M,2985646.0
1128,2019-08-14,Q,748092.0
1129,2019-08-14,SI,14197.0
1130,2019-08-15,Bk,1127419.0
1131,2019-08-15,Bx,405270.0
1132,2019-08-15,M,3015636.0
1133,2019-08-15,Q,765591.0
1134,2019-08-15,SI,14113.0
1135,2019-08-16,Bk,1094613.0
1136,2019-08-16,Bx,414226.0
1137,2019-08-16,M,2827263.0
1138,2019-08-16,Q,736930.0
1139,2019-08-16,SI,12932.0
1140,2019-08-17,Bk,688790.0
1141,2019-08-17,Bx,279415.0
1142,2019-08-17,M,1579530.0
1143,2019-08-17,Q,463839.0
1144,2019-08-17,SI,5194.0
1145,2019-08-18,Bk,577291.0
1146,2019-08-18,Bx,207445.0
1147,2019-08-18,M,1274480.0
1148,2019-08-18,Q,374306.0
1149,2019-08-18,SI,3919.0
1150,2019-08-19,Bk,1036498.0
1151,2019-08-19,Bx,373452.0
1152,2019-08-19,M,2614758.0
1153,2019-08-19,Q,708094.0
1154,2019-08-19,SI,12706.0
1155,2019-08-20,Bk,1093626.0
1156,2019-08-20,Bx,393091.0
1157,2019-08-20,M,2859333.0
1158,2019-08-20,Q,743014.0
1159,2019-08-20,SI,13606.0
1160,2019-08-21,Bk,1094610.0
1161,2019-08-21,Bx,391709.0
1162,2019-08-21,M,2904645.0
1163,2019-08-21,Q,715678.0
1164,2019-08-21,SI,13651.0
1165,2019-08-22,Bk,1098683.0
1166,2019-08-22,Bx,397737.0
1167,2019-08-22,M,2875978.0
1168,2019-08-22,Q,702827.0
1169,2019-08-22,SI,13306.0
1170,2019-08-23,Bk,1058294.0
1171,2019-08-23,Bx,385111.0
1172,2019-08-23,M,2741599.0
1173,2019-08-23,Q,678970.0
1174,2019-08-23,SI,12351.0
1175,2019-08-24,Bk,713180.0
1176,2019-08-24,Bx,251374.0
1177,2019-08-24,M,1568735.0
1178,2019-08-24,Q,581993.0
1179,2019-08-24,SI,1299.0
1180,2019-08-25,Bk,602841.0
1181,2019-08-25,Bx,203588.0
1182,2019-08-25,M,1285022.0
1183,2019-08-25,Q,389168.0
1184,2019-08-25,SI,58.0
1185,2019-08-26,Bk,1055089.0
1186,2019-08-26,Bx,382837.0
1187,2019-08-26,M,2639631.0
1188,2019-08-26,Q,725500.0
1189,2019-08-26,SI,12217.0
1190,2019-08-27,Bk,1122161.0
1191,2019-08-27,Bx,410015.0
1192,2019-08-27,M,2887630.0
1193,2019-08-27,Q,782320.0
1194,2019-08-27,SI,14243.0
1195,2019-08-28,Bk,1124744.0
1196,2019-08-28,Bx,406864.0
1197,2019-08-28,M,2935538.0
1198,2019-08-28,Q,788503.0
1199,2019-08-28,SI,14091.0
1200,2019-08-29,Bk,1139881.0
1201,2019-08-29,Bx,413923.0
1202,2019-08-29,M,2920319.0
1203,2019-08-29,Q,799083.0
1204,2019-08-29,SI,14237.0
1205,2019-08-30,Bk,1073061.0
1206,2019-08-30,Bx,408318.0
1207,2019-08-30,M,2700146.0
1208,2019-08-30,Q,764803.0
1209,2019-08-30,SI,12891.0
1210,2019-08-31,Bk,724148.0
1211,2019-08-31,Bx,252123.0
1212,2019-08-31,M,1591905.0
1213,2019-08-31,Q,505674.0
1214,2019-08-31,SI,5334.0
1215,2019-09-01,Bk,608331.0
1216,2019-09-01,Bx,187385.0
1217,2019-09-01,M,1386619.0
1218,2019-09-01,Q,408881.0
1219,2019-09-01,SI,4004.0
1220,2019-09-02,Bk,552540.0
1221,2019-09-02,Bx,199863.0
1222,2019-09-02,M,1215391.0
1223,2019-09-02,Q,373303.0
1224,2019-09-02,SI,3776.0
1225,2019-09-03,Bk,1141697.0
1226,2019-09-03,Bx,418171.0
1227,2019-09-03,M,2824243.0
1228,2019-09-03,Q,786215.0
1229,2019-09-03,SI,14107.0
1230,2019-09-04,Bk,1199789.0
1231,2019-09-04,Bx,443883.0
1232,2019-09-04,M,3083316.0
1233,2019-09-04,Q,808531.0
1234,2019-09-04,SI,15114.0
1235,2019-09-05,Bk,1259933.0
1236,2019-09-05,Bx,465355.0
1237,2019-09-05,M,3206847.0
1238,2019-09-05,Q,839064.0
1239,2019-09-05,SI,15558.0
1240,2019-09-06,Bk,1217132.0
1241,2019-09-06,Bx,450235.0
1242,2019-09-06,M,3193175.0
1243,2019-09-06,Q,822233.0
1244,2019-09-06,SI,14531.0
1245,2019-09-07,Bk,749216.0
1246,2019-09-07,Bx,246758.0
1247,2019-09-07,M,1820557.0
1248,2019-09-07,Q,500619.0
1249,2019-09-07,SI,1210.0
1250,2019-09-08,Bk,621632.0
1251,2019-09-08,Bx,182768.0
1252,2019-09-08,M,1490376.0
1253,2019-09-08,Q,402977.0
1254,2019-09-08,SI,130.0
1255,2019-09-09,Bk,1257940.0
1256,2019-09-09,Bx,460626.0
1257,2019-09-09,M,3018405.0
1258,2019-09-09,Q,824922.0
1259,2019-09-09,SI,15145.0
1260,2019-09-10,Bk,1302543.0
1261,2019-09-10,Bx,475709.0
1262,2019-09-10,M,3257970.0
1263,2019-09-10,Q,853770.0
1264,2019-09-10,SI,16607.0
1265,2019-09-11,Bk,1309987.0
1266,2019-09-11,Bx,480023.0
1267,2019-09-11,M,3305411.0
1268,2019-09-11,Q,860870.0
1269,2019-09-11,SI,16194.0
1270,2019-09-12,Bk,1304499.0
1271,2019-09-12,Bx,475905.0
1272,2019-09-12,M,3337073.0
1273,2019-09-12,Q,863235.0
1274,2019-09-12,SI,16028.0
1275,2019-09-13,Bk,1282091.0
1276,2019-09-13,Bx,475170.0
1277,2019-09-13,M,3258065.0
1278,2019-09-13,Q,844829.0
1279,2019-09-13,SI,14927.0
1280,2019-09-14,Bk,717438.0
1281,2019-09-14,Bx,248367.0
1282,2019-09-14,M,1841430.0
1283,2019-09-14,Q,503230.0
1284,2019-09-14,SI,1400.0
1285,2019-09-15,Bk,613664.0
1286,2019-09-15,Bx,189026.0
1287,2019-09-15,M,1496416.0
1288,2019-09-15,Q,406195.0
1289,2019-09-15,SI,67.0
1290,2019-09-16,Bk,1243022.0
1291,2019-09-16,Bx,461480.0
1292,2019-09-16,M,3034079.0
1293,2019-09-16,Q,832448.0
1294,2019-09-16,SI,14516.0
1295,2019-09-17,Bk,1297170.0
1296,2019-09-17,Bx,482117.0
1297,2019-09-17,M,3276510.0
1298,2019-09-17,Q,860811.0
1299,2019-09-17,SI,16326.0
1300,2019-09-18,Bk,1314479.0
1301,2019-09-18,Bx,503670.0
1302,2019-09-18,M,3342539.0
1303,2019-09-18,Q,871830.0
1304,2019-09-18,SI,16509.0
1305,2019-09-19,Bk,1316192.0
1306,2019-09-19,Bx,498238.0
1307,2019-09-19,M,3357136.0
1308,2019-09-19,Q,869524.0
1309,2019-09-19,SI,16321.0
1310,2019-09-20,Bk,1290697.0
1311,2019-09-20,Bx,492779.0
1312,2019-09-20,M,3350107.0
1313,2019-09-20,Q,854712.0
1314,2019-09-20,SI,15844.0
1315,2019-09-21,Bk,765654.0
1316,2019-09-21,Bx,291953.0
1317,2019-09-21,M,1925249.0
1318,2019-09-21,Q,501486.0
1319,2019-09-21,SI,1488.0
1320,2019-09-22,Bk,639689.0
1321,2019-09-22,Bx,211040.0
1322,2019-09-22,M,1538468.0
1323,2019-09-22,Q,393166.0
1324,2019-09-22,SI,38.0
1325,2019-09-23,Bk,1247948.0
1326,2019-09-23,Bx,456841.0
1327,2019-09-23,M,3086188.0
1328,2019-09-23,Q,835140.0
1329,2019-09-23,SI,14624.0
1330,2019-09-24,Bk,1301403.0
1331,2019-09-24,Bx,476977.0
1332,2019-09-24,M,3342661.0
1333,2019-09-24,Q,872915.0
1334,2019-09-24,SI,16826.0
1335,2019-09-25,Bk,1312918.0
1336,2019-09-25,Bx,482842.0
1337,2019-09-25,M,3402964.0
1338,2019-09-25,Q,872258.0
1339,2019-09-25,SI,16888.0
1340,2019-09-26,Bk,1313321.0
1341,2019-09-26,Bx,487032.0
1342,2019-09-26,M,3419763.0
1343,2019-09-26,Q,876644.0
1344,2019-09-26,SI,16238.0
1345,2019-09-27,Bk,1281172.0
1346,2019-09-27,Bx,477016.0
1347,2019-09-27,M,3286354.0
1348,2019-09-27,Q,853473.0
1349,2019-09-27,SI,15705.0
1350,2019-09-28,Bk,749005.0
1351,2019-09-28,Bx,256619.0
1352,2019-09-28,M,1863965.0
1353,2019-09-28,Q,504888.0
1354,2019-09-28,SI,1481.0
1355,2019-09-29,Bk,628318.0
1356,2019-09-29,Bx,203524.0
1357,2019-09-29,M,1473816.0
1358,2019-09-29,Q,396237.0
1359,2019-09-29,SI,52.0
1360,2019-09-30,Bk,1027026.0
1361,2019-09-30,Bx,385933.0
1362,2019-09-30,M,2627721.0
1363,2019-09-30,Q,712463.0
1364,2019-09-30,SI,12546.0
1365,2019-10-01,Bk,1097146.0
1366,2019-10-01,Bx,410319.0
1367,2019-10-01,M,2913235.0
1368,2019-10-01,Q,749061.0
1369,2019-10-01,SI,14534.0
1370,2019-10-02,Bk,1303635.0
1371,2019-10-02,Bx,480488.0
1372,2019-10-02,M,3309446.0
1373,2019-10-02,Q,855353.0
1374,2019-10-02,SI,15623.0
1375,2019-10-03,Bk,1299795.0
1376,2019-10-03,Bx,471571.0
1377,2019-10-03,M,3398059.0
1378,2019-10-03,Q,851208.0
1379,2019-10-03,SI,16665.0
1380,2019-10-04,Bk,1300343.0
1381,2019-10-04,Bx,483705.0
1382,2019-10-04,M,3358205.0
1383,2019-10-04,Q,857178.0
1384,2019-10-04,SI,15201.0
1385,2019-10-05,Bk,748577.0
1386,2019-10-05,Bx,283584.0
1387,2019-10-05,M,1962699.0
1388,2019-10-05,Q,493408.0
1389,2019-10-05,SI,1392.0
1390,2019-10-06,Bk,591096.0
1391,2019-10-06,Bx,204937.0
1392,2019-10-06,M,1549056.0
1393,2019-10-06,Q,371085.0
1394,2019-10-06,SI,39.0
1395,2019-10-07,Bk,1246611.0
1396,2019-10-07,Bx,464223.0
1397,2019-10-07,M,3075201.0
1398,2019-10-07,Q,831797.0
1399,2019-10-07,SI,14452.0
1400,2019-10-08,Bk,1257729.0
1401,2019-10-08,Bx,466507.0
1402,2019-10-08,M,3209656.0
1403,2019-10-08,Q,824312.0
1404,2019-10-08,SI,15609.0
1405,2019-10-09,Bk,1025236.0
1406,2019-10-09,Bx,387538.0
1407,2019-10-09,M,2836421.0
1408,2019-10-09,Q,704686.0
1409,2019-10-09,SI,12846.0
1410,2019-10-10,Bk,1317922.0
1411,2019-10-10,Bx,484328.0
1412,2019-10-10,M,3323288.0
1413,2019-10-10,Q,859503.0
1414,2019-10-10,SI,15886.0
1415,2019-10-11,Bk,1282655.0
1416,2019-10-11,Bx,476219.0
1417,2019-10-11,M,3304864.0
1418,2019-10-11,Q,844254.0
1419,2019-10-11,SI,14907.0
1420,2019-10-12,Bk,741283.0
1421,2019-10-12,Bx,261575.0
1422,2019-10-12,M,1920827.0
1423,2019-10-12,Q,485351.0
1424,2019-10-12,SI,1328.0
1425,2019-10-13,Bk,611633.0
1426,2019-10-13,Bx,201817.0
1427,2019-10-13,M,1592172.0
1428,2019-10-13,Q,390914.0
1429,2019-10-13,SI,3862.0
1430,2019-10-14,Bk,888006.0
1431,2019-10-14,Bx,322914.0
1432,2019-10-14,M,2401728.0
1433,2019-10-14,Q,610887.0
1434,2019-10-14,SI,9746.0
1435,2019-10-15,Bk,1252970.0
1436,2019-10-15,Bx,488178.0
1437,2019-10-15,M,3220942.0
1438,2019-10-15,Q,827761.0
1439,2019-10-15,SI,15918.0
1440,2019-10-16,Bk,1267939.0
1441,2019-10-16,Bx,463021.0
1442,2019-10-16,M,3374558.0
1443,2019-10-16,Q,815442.0
1444,2019-10-16,SI,15840.0
1445,2019-10-17,Bk,1298487.0
1446,2019-10-17,Bx,475857.0
1447,2019-10-17,M,3400002.0
1448,2019-10-17,Q,862795.0
1449,2019-10-17,SI,15818.0
1450,2019-10-18,Bk,1294910.0
1451,2019-10-18,Bx,497348.0
1452,2019-10-18,M,3376187.0
1453,2019-10-18,Q,830615.0
1454,2019-10-18,SI,15200.0
1455,2019-10-19,Bk,781500.0
1456,2019-10-19,Bx,276137.0
1457,2019-10-19,M,1990355.0
1458,2019-10-19,Q,509586.0
1459,2019-10-19,SI,1447.0
1460,2019-10-20,Bk,591788.0
1461,2019-10-20,Bx,184948.0
1462,2019-10-20,M,1518983.0
1463,2019-10-20,Q,348451.0
1464,2019-10-20,SI,11.0
1465,2019-10-21,Bk,1216955.0
1466,2019-10-21,Bx,460274.0
1467,2019-10-21,M,3019738.0
1468,2019-10-21,Q,812680.0
1469,2019-10-21,SI,14457.0
1470,2019-10-22,Bk,1252422.0
1471,2019-10-22,Bx,468732.0
1472,2019-10-22,M,3265473.0
1473,2019-10-22,Q,834654.0
1474,2019-10-22,SI,15753.0
1475,2019-10-23,Bk,1321046.0
1476,2019-10-23,Bx,485795.0
1477,2019-10-23,M,3374152.0
1478,2019-10-23,Q,860702.0
1479,2019-10-23,SI,15961.0
1480,2019-10-24,Bk,1345784.0
1481,2019-10-24,Bx,487117.0
1482,2019-10-24,M,3429450.0
1483,2019-10-24,Q,877787.0
1484,2019-10-24,SI,16189.0
1485,2019-10-25,Bk,1295858.0
1486,2019-10-25,Bx,472930.0
1487,2019-10-25,M,3331750.0
1488,2019-10-25,Q,835355.0
1489,2019-10-25,SI,14968.0
1490,2019-10-26,Bk,753901.0
1491,2019-10-26,Bx,267990.0
1492,2019-10-26,M,1983378.0
1493,2019-10-26,Q,493136.0
1494,2019-10-26,SI,1300.0
1495,2019-10-27,Bk,514789.0
1496,2019-10-27,Bx,172199.0
1497,2019-10-27,M,1388750.0
1498,2019-10-27,Q,319408.0
1499,2019-10-27,SI,11.0
1500,2019-10-28,Bk,1256699.0
1501,2019-10-28,Bx,464351.0
1502,2019-10-28,M,3072164.0
1503,2019-10-28,Q,817944.0
1504,2019-10-28,SI,14370.0
1505,2019-10-29,Bk,1299563.0
1506,2019-10-29,Bx,473635.0
1507,2019-10-29,M,3361628.0
1508,2019-10-29,Q,846087.0
1509,2019-10-29,SI,15897.0
1510,2019-10-30,Bk,1316287.0
1511,2019-10-30,Bx,480750.0
1512,2019-10-30,M,3387257.0
1513,2019-10-30,Q,853554.0
1514,2019-10-30,SI,15920.0
1515,2019-10-31,Bk,1287221.0
1516,2019-10-31,Bx,448875.0
1517,2019-10-31,M,3269651.0
1518,2019-10-31,Q,823672.0
1519,2019-10-31,SI,14760.0
1520,2019-11-01,Bk,1299853.0
1521,2019-11-01,Bx,472380.0
1522,2019-11-01,M,3374559.0
1523,2019-11-01,Q,834203.0
1524,2019-11-01,SI,14347.0
1525,2019-11-02,Bk,761893.0
1526,2019-11-02,Bx,267273.0
1527,2019-11-02,M,2004150.0
1528,2019-11-02,Q,476372.0
1529,2019-11-02,SI,1307.0
1530,2019-11-03,Bk,677350.0
1531,2019-11-03,Bx,205403.0
1532,2019-11-03,M,1696096.0
1533,2019-11-03,Q,390945.0
1534,2019-11-03,SI,11.0
1535,2019-11-04,Bk,1246775.0
1536,2019-11-04,Bx,464718.0
1537,2019-11-04,M,3047426.0
1538,2019-11-04,Q,819831.0
1539,2019-11-04,SI,14051.0
1540,2019-11-05,Bk,1189542.0
1541,2019-11-05,Bx,425410.0
1542,2019-11-05,M,3141276.0
1543,2019-11-05,Q,783988.0
1544,2019-11-05,SI,13617.0
1545,2019-11-06,Bk,1324168.0
1546,2019-11-06,Bx,484050.0
1547,2019-11-06,M,3336534.0
1548,2019-11-06,Q,859740.0
1549,2019-11-06,SI,16040.0
1550,2019-11-07,Bk,1316390.0
1551,2019-11-07,Bx,478168.0
1552,2019-11-07,M,3397108.0
1553,2019-11-07,Q,857239.0
1554,2019-11-07,SI,15796.0
1555,2019-11-08,Bk,1272793.0
1556,2019-11-08,Bx,461682.0
1557,2019-11-08,M,3323253.0
1558,2019-11-08,Q,834187.0
1559,2019-11-08,SI,14293.0
1560,2019-11-09,Bk,719208.0
1561,2019-11-09,Bx,267877.0
